annual_income,total_debt,credit_score,on_time_pct,credit_utilization,history_years,delinquencies,creditworthy
518508.86,179223.24,693,55.87,33.35,8.8,0,0
531939.13,199241.54,821,65.16,26.89,3.8,0,1
869777.34,227136.67,714,66.86,44.81,24.1,0,1
405902.04,18896.87,747,82.23,15.92,15.3,0,1
956501.47,161624.53,617,84.48,27.77,11.8,1,0
549658.59,105727.6,553,77.39,85.5,6.9,1,0
787343.88,81538.44,609,92.07,40.48,4.6,0,1
1673415.89,201518.11,648,94.41,48.35,8.4,0,1
659399.45,104350.27,593,88.9,29.57,22.1,0,1
1266645.47,476419.32,559,73.52,43.86,3.6,0,0
248893.48,29147.25,687,94.12,13.04,9.2,0,1
550059.75,165762.36,559,75.06,35.57,6.7,1,0
741635.51,240780.09,511,77.14,27.11,7.9,3,0
2312866.93,346050.05,549,91.51,90.15,3.6,2,0
225038.94,56774.02,628,65.04,26.49,6.8,0,0
688502.4,171651.02,560,81.22,15.35,1.3,0,0
1748053.27,193576.67,629,73.62,9.47,9.7,0,0
455425.65,110205.2,704,84.23,17.99,1.4,0,1
641969.91,225939.23,701,69.53,11.99,5.6,0,0
890059.32,268642.62,590,68.51,23.21,21.3,0,0
814805.84,50660.92,532,87.74,45.48,13.7,1,0
1866288.55,201344.49,598,63.94,9.0,2.4,1,0
954634.94,106797.6,709,80.17,27.93,14.7,0,1
1617939.1,467720.52,730,77.56,72.56,10.0,2,0
587713.57,45548.05,681,87.73,61.38,4.4,1,0
467747.9,64604.2,758,63.31,12.78,3.4,0,1
637026.21,81868.74,805,90.59,21.98,8.3,0,1
363864.98,186518.66,606,82.01,52.36,11.8,2,0
974916.41,125809.48,783,48.91,30.14,5.2,0,0
578661.6,110721.78,626,87.6,10.46,8.2,1,1
487442.04,47642.94,741,92.26,23.59,15.6,0,1
983816.86,203966.77,713,46.61,17.0,8.5,0,0
367239.88,58604.75,472,75.31,10.82,7.1,0,0
1158111.63,166205.39,563,64.73,16.75,10.2,1,0
547434.21,256876.93,540,88.67,22.85,6.7,0,0
1462207.54,219079.56,489,94.74,12.48,2.6,0,0
576284.91,165050.35,729,85.49,38.26,8.2,2,0
1065703.6,235198.99,836,79.38,34.03,4.3,3,1
812391.32,121159.61,626,85.48,39.35,3.9,0,0
1139774.65,109312.39,726,92.24,27.11,5.9,0,1
779157.23,284525.74,783,63.1,37.51,5.5,1,0
268864.16,75335.86,668,89.52,40.73,7.3,0,1
1336114.22,439116.23,647,85.08,29.96,6.1,0,0
692033.92,39369.67,627,91.76,12.11,7.8,0,1
1171399.38,197188.53,698,72.02,29.32,11.2,0,1
1103665.96,279054.62,728,68.37,11.46,4.4,0,1
458640.57,126688.11,691,93.98,9.91,4.4,0,1
421309.4,121414.87,688,67.34,22.6,15.1,1,0
1080801.08,117654.94,645,97.43,18.81,7.9,2,1
608073.22,55031.73,506,82.18,5.16,9.0,2,0
1279343.44,274468.34,730,71.91,51.0,6.8,1,1
655451.4,126708.47,534,78.87,37.99,4.9,0,0
1347883.13,515938.74,705,78.16,22.94,5.1,1,1
940326.74,250378.24,718,86.82,67.05,11.1,0,1
866991.97,187087.49,547,90.44,12.14,18.4,0,1
582796.46,141636.78,595,85.56,48.38,3.9,0,0
838572.71,107080.23,840,87.96,41.14,9.6,2,1
1492124.69,305017.21,642,74.28,42.27,12.0,1,1
706070.75,257967.11,540,66.18,5.44,12.0,0,0
1003199.21,46787.89,722,96.92,27.57,8.5,3,1
749990.67,134051.61,580,72.11,36.99,9.1,0,0
786039.58,68295.78,477,89.97,32.35,18.9,0,1
2051427.51,451662.21,696,80.2,61.0,3.6,1,0
1500093.53,732885.76,567,75.33,55.84,5.6,0,0
765008.55,329837.32,678,83.03,44.71,19.9,0,0
829578.03,224698.15,576,72.26,12.68,5.6,0,0
478723.13,39043.12,713,94.07,16.82,6.5,0,1
657511.2,212835.18,666,94.18,27.99,5.1,0,1
878207.93,389945.17,416,87.44,70.94,7.2,0,0
1215137.93,307953.86,684,74.04,60.01,6.1,0,0
1143417.95,131573.61,623,74.85,54.6,4.5,1,0
374911.23,81893.08,777,70.63,41.27,5.1,4,0
1310854.32,503784.9,685,91.82,10.83,19.0,0,1
691581.16,109016.93,718,89.79,14.64,17.4,0,1
403448.93,66569.97,586,84.63,58.16,4.0,0,0
1626320.8,461105.05,578,68.04,25.33,3.7,0,0
1754978.91,326308.63,647,89.06,11.34,2.8,0,1
854479.84,34516.68,617,83.89,53.33,6.7,0,0
1116016.45,342927.36,770,85.83,50.03,10.2,0,1
1155992.14,224364.21,636,73.51,13.8,10.8,0,1
1685315.41,178218.21,539,69.99,60.42,15.6,0,1
1128998.05,239198.4,575,85.34,27.01,4.6,0,1
328859.88,21973.64,736,96.29,16.36,15.9,0,1
2436040.78,135505.29,634,73.88,41.24,5.5,1,0
1382486.34,594983.99,630,71.68,26.26,2.9,0,0
537285.82,77314.14,745,65.87,77.06,11.4,0,1
393259.49,114067.27,567,92.27,70.96,6.3,0,0
987456.83,110707.54,448,92.84,66.2,12.2,0,0
617258.99,232589.47,573,68.41,4.75,0.5,0,0
889128.65,129896.66,671,60.97,9.3,6.4,1,1
1139436.16,260615.11,627,63.2,35.95,7.3,0,0
519246.95,44273.88,509,90.48,35.24,6.6,0,0
373373.75,137492.24,741,95.31,63.57,2.0,0,0
919413.35,167417.44,664,91.88,14.94,10.0,0,1
529647.67,41417.29,685,78.62,22.1,3.2,0,1
796241.23,213109.54,687,72.17,12.1,10.4,1,1
325788.65,63465.36,533,88.27,37.35,2.3,0,0
626992.82,178380.74,677,70.88,33.69,8.1,0,0
1120147.73,311067.61,731,84.35,65.56,3.8,0,1
1049222.01,224213.61,752,93.41,56.03,3.2,0,1
454514.56,175522.19,714,83.75,13.2,30.0,0,1
361870.39,95074.68,696,97.47,16.32,19.5,0,1
736348.07,233195.02,493,88.56,14.76,5.5,1,0
1021333.49,467891.81,648,88.84,63.01,5.8,0,0
930153.67,235062.49,563,79.27,24.88,8.3,0,0
536436.83,21582.33,765,71.85,39.4,5.0,0,1
872130.78,386175.47,751,88.55,20.27,12.8,1,0
1796612.1,155040.73,564,40.01,28.81,5.3,0,0
824957.22,198807.49,645,83.84,27.02,6.1,0,1
273788.51,29975.09,672,96.62,27.66,6.2,0,1
823995.38,125654.02,731,78.3,33.39,4.0,2,1
2486468.98,442203.94,499,87.06,40.37,5.3,0,0
336908.11,74061.46,451,65.75,24.55,5.6,1,0
742542.06,125304.88,653,87.55,66.87,3.1,2,0
636792.25,181012.55,422,82.88,9.14,5.2,0,0
772610.08,97718.29,664,63.08,28.78,8.1,0,1
819583.28,167004.77,703,80.1,12.92,3.9,0,1
1445525.08,101813.43,761,86.08,57.38,8.0,1,1
767481.74,171359.33,593,48.59,40.15,11.3,0,0
1569638.25,163991.87,664,95.36,24.76,9.7,0,1
679699.87,170557.54,708,88.83,39.89,4.1,0,0
591204.9,259964.1,544,63.1,49.77,13.2,1,0
488204.77,97039.0,732,90.81,20.53,15.5,0,1
245179.97,94061.17,674,75.26,55.85,11.6,3,0
860672.08,195761.51,595,78.22,3.98,1.9,1,0
2501497.66,1564416.11,662,77.59,43.37,4.7,1,0
960242.64,445058.27,637,87.51,18.78,5.4,0,0
1101351.27,194163.68,720,86.52,36.48,5.6,1,1
569310.47,113868.94,617,71.29,30.33,4.6,1,1
629952.67,170451.03,670,81.44,30.14,7.1,0,1
1316891.89,54153.19,594,84.14,29.84,2.5,1,0
2434412.92,629726.83,565,82.21,18.79,8.3,1,1
1781148.18,185793.19,665,79.57,37.54,1.5,0,1
1182506.36,13843.46,569,78.55,14.87,10.6,1,0
744963.38,484176.25,722,77.78,26.9,18.2,0,1
827224.46,131834.9,703,94.86,40.43,16.4,0,1
464118.7,97352.09,581,67.26,49.63,8.0,0,0
305926.3,69192.0,669,81.03,23.24,11.6,0,1
370986.51,28798.69,580,74.24,42.83,9.1,2,0
751540.23,228251.15,505,60.98,24.68,4.3,1,0
612194.08,275285.73,596,80.9,31.35,5.9,0,1
302046.11,57179.21,645,72.58,6.57,4.9,0,0
713263.34,122735.15,696,52.35,47.67,11.6,3,0
602559.57,103161.79,663,63.82,22.19,6.4,3,0
360876.36,78595.86,731,67.54,25.02,22.5,0,1
584138.03,120823.05,561,81.89,16.44,6.6,0,0
601648.22,320705.43,616,69.16,7.56,2.1,0,0
503841.85,349974.72,797,87.26,33.21,2.2,1,0
1271874.17,148237.26,476,93.78,27.9,10.2,0,0
232875.46,39098.81,609,69.5,49.44,5.8,0,0
221575.93,43563.86,553,92.9,62.5,12.1,0,0
730855.81,150563.02,632,82.22,24.68,10.4,0,1
772723.3,95281.04,610,64.77,48.81,11.3,0,0
929618.05,55342.35,704,77.54,35.05,9.5,0,1
527875.58,167954.06,672,86.0,20.69,6.9,1,0
420519.33,54683.18,532,92.16,22.19,21.7,0,1
726221.48,137527.14,597,94.29,53.82,3.2,0,1
559642.31,55813.78,649,89.56,43.73,5.6,1,0
1849901.3,415958.66,716,92.53,15.23,3.4,0,1
600467.41,149347.54,868,79.54,31.34,7.2,0,1
706507.37,119579.2,713,96.28,36.79,18.7,0,1
3221156.08,141876.61,558,71.84,11.91,6.2,0,0
648971.36,91390.62,641,87.17,15.75,29.6,0,1
1018349.89,73089.15,666,21.21,50.04,13.9,0,0
1074951.02,161474.72,603,81.16,14.91,3.2,0,0
1131258.16,188327.54,692,74.24,6.32,6.6,1,0
867779.01,127714.92,445,85.82,18.31,13.0,1,0
819381.02,60108.47,699,85.48,21.62,6.1,1,1
774676.32,99949.13,607,92.41,3.5,4.3,0,1
516279.55,104737.97,640,83.78,72.28,14.0,0,1
886743.71,271777.33,781,79.9,31.02,3.1,1,1
2463731.19,109830.73,536,79.06,20.23,23.0,1,0
1508172.4,593857.46,674,76.96,49.43,14.7,0,1
875325.25,186830.48,721,95.67,50.35,13.1,0,1
1218946.94,184893.9,665,85.79,5.71,11.6,0,1
433000.63,115679.88,504,85.12,74.36,7.5,0,0
623867.14,70650.71,771,88.29,21.72,15.1,0,1
1288140.04,414943.91,630,59.71,33.06,11.0,0,0
1780314.01,193605.06,602,72.79,30.88,5.7,0,0
459309.84,59020.07,622,57.71,21.35,2.8,0,0
545712.2,71376.29,615,76.65,37.5,2.7,0,0
2700170.5,770963.53,542,85.4,69.7,5.1,0,0
772785.46,274508.17,664,71.33,39.99,8.8,0,1
2178216.94,782762.92,596,75.82,50.42,10.7,2,0
825805.37,86755.86,710,94.2,13.37,11.6,1,1
845520.9,29614.28,696,45.61,65.24,7.0,1,0
607255.84,48746.58,796,50.13,38.68,5.0,0,0
1284054.34,337547.79,630,87.73,15.84,10.8,0,1
1647330.29,184364.73,577,75.9,12.89,7.4,1,1
391992.76,93619.38,517,74.84,3.79,10.6,0,0
590384.72,219746.69,847,87.13,12.03,9.7,0,1
1263059.0,111892.49,709,82.4,5.42,15.5,0,1
674866.94,83511.93,587,91.96,4.29,3.8,0,1
542513.75,224368.86,802,84.56,13.85,11.3,1,1
1336714.5,16088.94,772,91.06,31.3,3.1,0,1
1414196.27,600471.41,528,71.71,20.44,16.7,0,0
556941.09,149768.95,582,62.32,21.74,11.3,2,0
828539.6,172291.27,638,82.03,48.19,7.8,1,0
353244.29,30236.53,553,76.38,15.89,6.6,2,0
426220.23,146763.21,641,87.67,72.63,1.4,0,0
785832.65,82175.14,714,76.85,37.85,3.0,2,1
743291.87,213299.97,526,79.67,11.57,6.4,0,0
408347.72,33306.46,676,95.87,13.17,6.9,0,1
474689.24,98548.99,755,86.65,70.98,3.5,2,0
384990.28,83811.63,686,83.35,35.29,8.2,0,0
958414.77,227548.18,643,88.53,24.94,3.4,0,1
224003.39,23863.63,589,89.51,14.02,10.6,1,1
397541.12,7920.69,724,84.04,27.85,11.8,1,1
238526.35,75750.15,544,96.71,9.91,16.0,0,1
937912.9,167047.91,671,98.78,25.58,6.4,0,1
247300.6,111704.8,652,80.72,30.42,5.8,1,0
743435.67,46643.87,751,98.06,23.19,5.7,0,1
1950730.37,170830.4,597,69.59,17.67,9.1,0,1
1990826.4,37179.93,605,71.96,52.67,9.0,0,1
246830.08,48665.06,538,84.77,25.78,7.3,0,1
872437.03,70080.99,689,91.36,1.44,21.1,0,1
402969.93,180322.02,611,95.52,34.89,7.7,1,0
356510.29,102618.86,572,95.0,16.75,9.2,0,1
681409.02,139113.58,580,66.82,30.33,13.6,0,1
1524191.55,274280.35,698,96.1,53.73,25.2,1,1
1045279.97,230837.06,550,91.4,4.76,12.7,0,1
474926.55,39453.89,558,64.44,10.56,9.5,0,0
1113501.82,209330.03,730,85.73,15.2,20.8,0,1
200000.0,31107.57,635,77.18,27.35,6.1,1,0
464275.09,131548.7,735,68.78,35.02,2.2,0,1
444926.81,142899.1,617,85.03,48.41,7.7,1,0
764511.55,249444.83,649,82.36,58.18,5.9,0,1
645837.51,305104.08,664,66.87,5.0,11.5,0,1
670056.52,47234.44,774,69.29,18.51,4.0,2,0
656821.97,230512.16,767,65.88,21.42,9.1,0,1
739289.11,236380.94,753,79.13,24.12,6.1,0,1
1008604.83,185580.55,593,81.12,56.46,3.8,2,0
797788.35,69258.16,561,89.81,53.15,14.6,0,1
615006.99,122160.84,718,88.46,23.11,10.6,0,1
928243.13,155584.47,773,62.23,60.21,11.0,1,1
1197413.21,90182.77,754,84.36,56.97,10.4,0,1
522502.2,177869.08,651,93.48,35.57,14.2,0,1
703876.62,42344.75,715,87.84,28.65,6.6,0,1
1464675.01,87887.54,717,82.82,14.89,11.2,0,1
376375.88,48321.7,663,96.73,39.41,5.3,0,1
2153965.93,939739.01,667,83.06,30.01,6.8,0,0
326605.08,56889.62,658,87.52,36.52,3.1,2,0
592900.12,57309.19,579,87.22,50.35,18.1,2,0
412456.49,31115.6,588,69.93,21.36,15.9,1,0
2710805.0,288905.31,586,91.86,27.7,24.3,0,1
539279.89,61550.55,506,61.92,21.14,4.2,0,1
540092.29,131064.08,662,80.42,21.46,11.8,0,1
583938.39,140802.12,646,75.45,21.34,2.1,0,1
772480.22,338700.52,718,77.94,18.73,6.9,0,1
598950.92,131619.46,763,92.47,21.41,4.9,1,1
673516.6,82615.51,769,93.71,71.2,21.6,2,1
200000.0,45159.87,777,75.42,33.19,4.4,0,1
754866.28,159806.65,581,87.4,34.1,8.5,0,0
737251.21,89823.83,521,79.07,83.62,5.2,1,0
1360198.6,203940.21,733,75.01,34.39,7.0,0,1
1599875.82,1002273.58,774,76.79,37.35,5.8,1,0
651723.17,346461.22,790,68.1,26.32,9.9,0,1
1190325.61,547859.54,693,50.38,28.84,3.5,1,0
376645.13,106845.72,470,86.48,3.72,20.3,0,0
1155918.02,264038.47,682,78.43,10.88,11.5,1,0
517370.49,106479.96,699,95.12,16.31,6.6,0,1
358319.93,28457.7,762,92.04,71.87,6.6,0,1
652552.45,209312.73,778,68.48,31.75,14.4,0,0
1690075.01,478101.87,731,80.67,7.89,8.4,0,1
813095.07,93811.21,597,64.05,29.28,11.0,1,0
1790298.44,201877.0,557,88.35,13.18,5.9,0,1
465450.19,139318.85,698,95.12,22.03,13.3,0,1
1367795.21,525647.83,578,86.6,29.25,9.4,0,0
493216.73,143073.9,782,95.0,33.11,4.6,0,1
835008.52,116137.7,496,90.04,50.33,9.6,1,0
830688.12,150896.55,701,85.83,6.33,15.9,0,1
1084787.9,208573.74,678,83.69,21.33,6.8,1,1
847837.59,129979.62,631,67.75,26.66,10.6,0,1
468124.37,67397.43,566,69.75,24.07,8.9,0,1
1236980.85,24589.05,464,92.05,63.08,8.7,1,0
2061602.1,115088.22,602,81.78,23.86,7.3,0,1
513866.07,32871.87,603,80.72,43.1,5.3,1,1
242525.16,56714.76,750,89.05,59.57,4.1,0,1
984207.22,379359.02,579,81.89,11.46,6.8,0,0
597967.55,302425.7,690,69.0,29.48,8.5,0,0
674237.89,214742.96,533,69.15,20.64,3.6,0,0
1018362.65,117698.55,693,82.12,30.13,16.5,0,1
554689.92,194567.16,448,67.86,68.39,4.8,0,0
620753.17,125916.41,838,72.71,82.98,1.8,0,1
686889.21,250156.54,637,74.07,17.8,5.5,2,0
1761810.2,518811.36,398,86.01,39.78,16.1,0,0
742695.76,112073.57,585,83.82,15.1,9.2,0,1
347526.38,33305.22,571,56.48,41.52,4.6,0,0
355924.15,80183.19,590,71.02,12.97,8.1,0,0
792967.85,113652.84,617,86.38,26.37,3.1,2,0
370401.64,94807.4,590,93.57,19.14,4.7,0,1
285677.24,25768.6,576,91.49,28.55,7.4,0,1
1068024.88,117670.68,545,65.72,29.54,20.5,2,0
1099866.14,162839.5,723,88.07,3.62,21.7,2,1
584854.33,23812.74,758,92.16,47.2,9.4,0,1
869953.96,128325.93,627,62.54,53.15,5.7,1,0
816574.14,298730.34,648,88.59,46.36,6.7,0,0
1047012.71,115977.81,548,48.84,12.64,9.8,0,0
1048477.79,34740.66,656,87.57,32.25,5.8,1,1
200000.0,18978.69,670,67.7,36.05,5.8,2,0
631403.64,88642.5,630,73.73,31.72,4.5,0,1
995243.3,34546.4,685,79.29,78.25,5.7,0,1
570190.64,162123.59,677,86.79,53.7,6.4,0,1
745433.78,175973.8,555,84.96,26.76,4.8,0,1
1144433.13,454463.37,757,93.14,57.39,9.7,1,1
765707.21,81471.08,631,83.53,24.72,4.3,0,1
1802619.87,151845.57,800,72.13,14.44,14.9,0,1
1434306.12,402228.59,687,81.44,40.3,9.8,0,0
679329.46,78529.27,827,82.21,21.08,12.1,1,1
647693.13,16346.97,755,83.96,21.64,13.8,0,1
200000.0,66541.34,670,78.62,33.58,7.0,1,0
599648.35,163868.27,584,82.96,24.83,11.6,0,1
323850.95,40364.4,586,65.03,40.04,10.8,0,0
832957.35,88515.5,697,96.63,73.4,8.0,1,1
799484.5,126368.0,662,96.31,52.53,2.3,1,0
1107386.68,467437.6,596,95.93,19.77,6.5,1,0
1686224.03,204943.69,724,86.08,54.66,2.9,1,1
718009.69,271423.59,653,60.93,27.13,8.8,0,1
2865489.61,974198.82,725,92.34,39.29,9.5,0,1
838584.7,181728.91,562,77.67,49.19,7.2,1,0
332325.49,64607.33,739,82.14,21.68,4.9,1,1
520610.21,61619.25,695,92.99,60.01,5.0,0,1
583238.8,179633.36,757,69.9,56.85,1.2,0,1
1040566.97,471095.88,737,90.04,22.18,12.5,0,1
413184.73,186512.95,642,89.31,39.05,7.2,0,1
610000.14,382377.18,635,93.66,9.62,22.9,0,1
662235.05,89050.54,810,84.55,25.75,9.9,0,1
557449.68,94295.0,623,82.82,55.56,13.9,0,1
1186892.65,137943.15,717,88.09,26.09,4.5,0,1
1071738.69,499982.68,615,91.13,19.57,16.2,0,1
1468776.47,429023.33,482,71.47,34.77,2.7,1,0
598023.24,86770.95,539,95.7,18.25,6.3,0,1
1500811.53,224426.31,686,72.12,34.22,11.9,1,1
321773.05,43252.19,713,81.61,39.17,8.6,0,1
317099.04,83954.84,686,70.35,32.75,2.4,0,0
352117.07,6591.5,753,85.29,10.3,4.7,1,1
733459.03,147799.92,685,83.05,7.27,6.8,1,1
1500676.96,67563.17,580,95.25,8.56,3.7,1,1
508242.89,65615.27,703,71.82,29.14,11.4,0,1
547974.46,171658.53,665,85.2,85.97,10.4,0,1
640746.53,219382.36,598,65.65,41.82,2.7,0,0
1028587.31,134365.87,692,88.99,21.75,10.9,1,1
547668.15,98587.55,657,76.43,43.31,2.6,0,0
529638.42,49039.96,595,89.7,24.48,5.9,0,0
325384.5,97109.15,633,44.5,52.68,10.7,1,0
517604.82,81113.45,777,90.9,14.49,14.8,0,1
1478408.98,115722.07,774,58.47,41.55,4.7,0,1
770315.62,238697.69,666,69.17,8.34,2.6,0,1
467936.22,120023.26,655,91.06,73.66,6.5,1,0
1531390.01,203256.82,521,85.53,27.15,2.4,0,0
513431.5,292872.68,804,65.18,64.16,12.9,0,0
1709947.71,107925.62,743,94.92,25.56,9.7,0,1
1693256.55,246145.05,717,68.9,12.3,4.9,1,1
754346.41,266774.08,445,71.61,21.79,11.3,0,0
296816.77,128258.65,653,95.71,19.73,3.4,2,0
2881150.84,681506.91,638,74.2,25.88,5.5,3,0
920217.78,200575.85,711,67.2,36.5,8.6,0,1
600590.0,115543.61,609,96.19,49.24,7.8,0,1
1294553.94,124973.94,629,63.95,40.24,17.8,1,1
1111678.59,124020.79,705,72.93,24.16,2.4,0,1
1601679.0,515794.89,580,70.89,66.08,2.9,1,0
490211.07,65156.66,598,90.29,43.52,16.5,0,1
883003.15,25478.64,667,87.97,21.69,23.8,0,1
358067.88,117383.48,770,93.41,15.74,12.9,0,1
1087944.44,127417.21,722,98.88,43.91,3.8,0,1
719443.14,49356.19,746,86.21,45.86,6.9,0,1
863375.99,546506.96,655,79.53,39.0,7.8,0,0
668098.01,209327.14,784,71.0,29.04,11.9,0,1
627442.12,125852.14,493,93.13,10.82,4.5,0,1
433246.14,82355.34,832,96.22,50.61,5.0,1,1
1172042.05,192676.74,843,98.17,46.66,3.9,0,1
1783025.9,296676.97,691,88.51,13.66,16.0,0,1
522300.82,180950.67,724,83.82,24.33,1.7,0,1
1016752.52,132143.48,646,87.71,71.92,2.5,3,0
945349.68,108205.83,631,72.92,32.2,7.5,1,0
732969.0,109598.26,595,78.07,9.99,19.4,0,1
291863.81,96181.9,645,94.41,47.36,7.8,1,0
334048.54,30448.73,700,52.0,7.74,8.7,4,0
456530.52,78048.91,687,69.11,5.79,9.0,1,0
202116.02,27257.03,828,89.48,32.26,9.8,0,1
1697756.85,373737.75,659,70.87,57.63,12.3,0,1
909474.23,16426.77,516,75.35,30.07,5.6,1,0
716421.08,56083.85,797,84.8,48.53,19.7,0,1
200000.0,38372.66,540,81.15,24.55,9.7,0,0
244184.04,56152.26,599,81.43,9.28,10.4,0,1
728392.38,199182.96,674,81.7,66.64,8.4,0,1
2379245.5,813864.44,687,78.07,64.83,1.5,0,0
479650.73,135032.18,519,83.79,27.67,9.4,0,0
1224788.59,52391.64,582,82.92,19.24,8.3,0,0
546920.4,220253.59,516,81.5,32.34,10.0,1,0
753996.92,162934.21,705,90.21,26.48,5.0,1,1
1511798.12,142916.95,756,81.87,37.92,9.7,0,1
592691.33,20490.31,540,80.3,62.65,6.0,0,0
482114.57,144044.49,739,81.36,64.84,19.6,2,1
1708014.82,561104.62,733,98.93,23.66,3.2,0,1
749629.75,297252.96,590,94.78,21.21,8.4,0,1
1403841.62,84106.6,471,85.93,42.38,9.9,0,0
483521.31,128194.21,553,91.06,10.06,9.2,1,0
1696375.59,341500.39,596,79.7,48.97,4.2,0,0
859560.39,391187.11,788,85.7,24.33,13.0,0,1
946827.85,255493.46,639,31.93,76.65,3.0,0,0
789359.86,219250.71,559,60.06,1.31,5.1,0,0
538592.76,165196.77,663,49.66,50.09,10.2,0,0
728680.26,155195.11,533,85.01,37.33,7.9,0,1
559302.56,138317.87,696,96.63,33.93,2.5,0,1
1297211.65,542624.09,562,85.23,44.35,19.3,0,1
645748.7,56662.64,575,97.8,27.08,2.1,0,1
297180.7,60206.52,683,97.74,59.41,1.2,3,0
266291.21,31517.7,807,63.06,18.62,15.4,0,1
258840.96,55806.24,847,89.55,41.15,9.6,2,1
1056827.92,85368.32,556,92.22,31.93,6.9,0,1
365527.73,129552.76,596,70.18,78.36,8.7,1,0
873314.89,269725.53,696,77.18,61.63,10.4,0,0
791705.46,312740.42,755,87.44,47.61,8.4,1,1
701639.38,169818.02,455,50.74,62.89,7.2,0,0
948885.22,5978.66,657,88.09,2.9,10.9,1,1
802094.83,144065.55,606,80.31,18.67,5.7,1,1
200000.0,58223.19,476,79.28,17.91,22.5,0,0
600684.34,246079.3,529,70.85,28.41,14.3,0,0
941342.08,365175.75,598,85.88,49.59,4.1,0,0
1951618.7,825008.71,655,89.34,68.44,8.7,0,0
2006444.02,95246.81,740,87.06,11.14,7.3,0,1
321936.53,23997.85,681,69.13,13.13,15.7,0,1
591350.88,105721.03,735,57.12,20.73,14.1,0,0
285024.7,10645.75,652,89.91,33.98,13.4,2,1
1815608.16,1054907.88,586,81.74,29.22,6.6,1,0
1339375.11,147937.59,633,85.82,2.69,8.2,0,1
900182.44,86300.69,712,90.95,42.32,10.0,0,1
805853.24,176954.18,742,37.88,10.54,11.1,2,0
1670074.28,244638.5,636,78.06,13.96,7.7,0,1
1508754.63,269324.99,566,72.54,7.26,5.4,1,1
1461285.11,534470.17,680,77.76,65.92,3.0,0,1
959346.8,47403.79,693,78.92,55.97,9.3,0,1
591527.24,59310.86,760,86.13,26.52,9.0,0,1
1155767.17,130463.42,588,92.15,49.84,5.0,0,1
1190191.94,170036.47,589,63.85,42.57,3.0,0,0
650578.68,388238.96,718,84.79,48.59,6.0,0,0
590810.53,178663.42,613,74.67,29.17,6.4,0,0
1439761.4,362119.46,609,46.76,42.38,12.4,0,0
1979727.3,355052.6,762,95.92,63.23,14.2,0,1
465265.05,102989.03,526,66.49,17.98,13.2,1,0
622795.81,146016.58,835,83.06,41.73,7.7,1,1
900368.9,64574.69,594,61.42,13.73,2.5,2,0
976724.0,61551.62,728,80.91,15.76,3.9,0,1
533161.78,67595.05,640,68.56,44.36,4.0,1,0
2258276.29,260252.34,674,98.47,24.15,10.8,0,1
939644.75,391258.97,626,86.29,40.93,4.2,2,0
1003325.0,126990.65,727,68.06,29.37,10.9,0,1
2095558.05,189478.39,618,82.72,11.6,10.9,0,1
557135.09,81167.79,598,90.35,70.27,7.8,0,0
691723.01,120156.8,813,89.16,14.69,9.2,0,1
343865.77,62849.74,652,71.53,31.74,5.0,1,0
657756.26,197748.17,589,74.45,53.06,4.3,0,1
298535.31,36627.1,515,83.18,30.03,10.8,3,0
1142477.39,39436.76,817,59.36,35.26,9.1,0,1
938462.38,249333.8,600,88.39,37.7,3.6,0,1
617700.14,138392.6,835,91.34,26.44,13.8,0,1
686763.85,309180.35,685,93.67,47.38,3.5,6,0
1151849.94,192252.61,662,74.26,42.4,10.6,0,1
368989.09,11154.32,665,96.1,36.41,9.3,0,1
824473.86,287113.8,849,55.56,42.41,20.8,0,1
1109817.21,91172.65,452,80.3,6.86,6.1,1,0
250355.09,9294.43,669,73.35,12.88,14.9,0,1
1100156.28,444155.89,626,95.84,21.43,10.9,0,1
267149.18,35278.51,630,86.72,42.16,7.8,1,1
679724.81,166638.81,663,81.07,45.7,3.4,0,1
362930.03,96866.24,626,75.41,73.49,4.3,0,0
1721571.25,258528.83,666,66.54,21.5,3.9,0,1
364297.95,13418.02,647,79.68,31.18,9.0,0,1
271003.24,35407.59,531,85.56,23.57,8.8,0,0
790176.24,113405.52,684,41.36,5.92,3.8,1,1
569081.09,52028.89,714,87.48,23.52,5.4,0,1
295740.26,24026.02,601,53.0,38.29,8.9,3,0
999978.56,255821.45,818,91.39,26.63,8.3,0,1
220819.42,5586.08,770,68.52,3.15,7.1,0,1
391701.53,75238.56,725,67.92,10.01,2.0,0,1
516519.87,181857.18,724,61.69,70.94,6.5,0,1
1180364.01,215671.43,652,72.95,25.49,17.8,3,0
1586881.01,245982.79,752,65.71,72.81,0.5,0,0
1413627.07,351662.84,791,90.58,37.4,2.7,0,1
665328.2,237796.83,722,97.54,47.67,9.6,0,1
200000.0,38648.01,598,84.81,38.04,5.0,1,1
922194.85,254549.06,646,67.42,56.88,3.3,1,0
1762677.02,381322.68,701,87.95,30.98,17.9,1,1
1529229.0,476019.23,725,72.82,36.71,4.3,0,1
962962.17,576259.38,643,90.37,65.2,11.0,0,0
357288.32,97981.72,598,80.44,35.19,7.1,0,1
532221.91,284795.02,792,89.07,59.05,11.4,1,1
2327461.25,531581.97,553,94.26,7.86,7.9,0,1
311751.69,16301.46,565,80.57,23.99,5.4,0,1
366331.98,11067.12,530,55.96,49.87,6.8,0,0
1284051.58,206439.23,565,76.51,12.56,2.9,0,1
